ICOUNT,ID_MT,ENTIDAD,ID_TRAMO,TIPO_CALZ,PR,Latitud,Longitud,Clasificacion,Municipio,Departamento,divipola
7,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,91,10.281413,-73.404465,Bajo,VALLEDUPAR,CESAR,20001
2,,INVIAS-OTROS,RutaSol2_Tramo_SanAlbAgua,Doble,90,7.766133,-73.399487,Muy Bajo,SAN ALBERTO,CESAR,20710
14,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,93,10.291019,-73.397166,Bajo,VALLEDUPAR,CESAR,20001
2,4G020,ANI,Villavicencio_Tramo_UF2,Sencilla,41,4.331618,-73.392792,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
12,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,95,10.313194,-73.385282,Bajo,VALLEDUPAR,CESAR,20001
5,4G023,ANI,BBY_Tramo_32PteLaPazCapitanc,Sencilla,sd,7.092769,-73.381891,Muy Bajo,GIRÓN,SANTANDER,68307
7,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,97,10.322538,-73.3718,Bajo,VALLEDUPAR,CESAR,20001
10,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,99,10.331912,-73.358864,Bajo,VALLEDUPAR,CESAR,20001
5,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,26,11.216741,-73.353682,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,,INVIAS-OTROS,,,63,5.589895,-73.35228,Muy Bajo,MOTAVITA,BOYACÁ,15476
2,,INVIAS-OTROS,,,55,5.628863,-73.351421,Muy Bajo,CÓMBITA,BOYACÁ,15204
11,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,102,10.343211,-73.343133,Bajo,VALLEDUPAR,CESAR,20001
5,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,28,11.21517,-73.334736,Muy Bajo,DIBULLA,LA GUAJIRA,44090
9,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,104,10.352445,-73.330243,Bajo,VALLEDUPAR,CESAR,20001
2,4G020,ANI,Villavicencio_Tramo_UF2,Sencilla,49,4.354105,-73.326531,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
2,4G012,ANI,MVM2_Tramo_UF6,Sencilla,34,4.100733,-73.322926,Muy Bajo,VILLAVICENCIO,META,50001
6,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,104,10.359063,-73.321009,Muy Bajo,VALLEDUPAR,CESAR,20001
2,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,30,11.213608,-73.314343,Muy Bajo,DIBULLA,LA GUAJIRA,44090
8,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,106,10.369957,-73.314257,Bajo,VALLEDUPAR,CESAR,20001
5,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,108,10.381943,-73.309158,Muy Bajo,VALLEDUPAR,CESAR,20001
2,4G023,ANI,BBY_Tramo_33CapitancitoLisboa,Sencilla,39,7.149267,-73.305931,Muy Bajo,LEBRIJA,SANTANDER,68406
2,4G020,ANI,Villavicencio_Tramo_UF2,Sencilla,53,4.369469,-73.305073,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
7,3G012,ANI,,,108,10.396507,-73.303843,Bajo,VALLEDUPAR,CESAR,20001
2,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,32,11.216011,-73.293228,Muy Bajo,DIBULLA,LA GUAJIRA,44090
4,3G012,ANI,,,110,10.406628,-73.292971,Muy Bajo,VALLEDUPAR,CESAR,20001
2,3G001,ANI,Briceno_Tramo_13BFinVteMortinal,Doble,10,5.638561,-73.289623,Muy Bajo,OICATÁ,BOYACÁ,15500
5,4G023,ANI,BBY_Tramo_8LisboaPortugal,Doble,43,7.162142,-73.28589,Muy Bajo,LEBRIJA,SANTANDER,68406
5,3G012,ANI,RutaSol3_Tramo6_BoscoValled,Doble,114,10.423994,-73.278637,Muy Bajo,VALLEDUPAR,CESAR,20001
6,4G023,ANI,BBY_Tramo_8LisboaPortugal,Doble,49,7.148495,-73.278088,Muy Bajo,LEBRIJA,SANTANDER,68406
3,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,36,11.226282,-73.270626,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,3G012,ANI,,,116,10.4389,-73.267136,Muy Bajo,VALLEDUPAR,CESAR,20001
2,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,40,11.22056,-73.23864,Muy Bajo,DIBULLA,LA GUAJIRA,44090
4,3G001,ANI,Briceno_Tramo_14MortinalPaipa,Doble,22,5.724964,-73.223305,Muy Bajo,TUTA,BOYACÁ,15837
7,,INVIAS-OTROS,CesarLaG_Tramo_Tramo4,Sencilla,17,10.6202,-73.219551,Bajo,VALLEDUPAR,CESAR,20001
2,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,42,11.230946,-73.219242,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,44,11.237126,-73.207569,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,,INVIAS-OTROS,CesarLaG_Tramo_Tramo4,Sencilla,19,10.634852,-73.206196,Muy Bajo,VALLEDUPAR,CESAR,20001
2,,DEPTO,,,63,7.10558,-73.198128,Muy Bajo,LEBRIJA,SANTANDER,68406
3,1G003,ANI,,,46,11.244786,-73.19345,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,69,4.383889,-73.192292,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
2,3G001,ANI,Briceno_Tramo_14MortinalPaipa,Doble,27,5.749283,-73.188858,Muy Bajo,SOTAQUIRÁ,BOYACÁ,15763
2,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,71,4.394446,-73.181305,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
3,1G003,ANI,,,48,11.253348,-73.177128,Muy Bajo,DIBULLA,LA GUAJIRA,44090
2,1G003,ANI,,,48,11.259785,-73.164482,Muy Bajo,DIBULLA,LA GUAJIRA,44090
3,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,77,4.447432,-73.160649,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
2,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,79,4.460535,-73.152123,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
3,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,81,4.471579,-73.145428,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
3,1G003,ANI,,,52,11.26874,-73.134899,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
3,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,56,11.292358,-73.115816,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
6,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,58,11.3132,-73.107491,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
8,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,62,11.344979,-73.094831,Bajo,RIOHACHA,LA GUAJIRA,44001
2,,INVIAS-OTROS,CesarLaG_Tramo_Tramo4,Sencilla,37,10.716734,-73.094101,Muy Bajo,SAN JUAN DEL CESAR,LA GUAJIRA,44650
4,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,89,4.504566,-73.091011,Muy Bajo,PARATEBUENO,CUNDINAMARCA,25530
3,,INVIAS-OTROS,CesarLaG_Tramo_Tramo4,Sencilla,39,10.728922,-73.086376,Muy Bajo,SAN JUAN DEL CESAR,LA GUAJIRA,44650
6,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,66,11.382319,-73.077815,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
4,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,70,11.40451,-73.065005,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
3,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,72,11.423922,-73.057308,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
2,4G012,ANI,MVM2_Tramo_UF6,Sencilla,66,4.064341,-73.057022,Muy Bajo,PUERTO LÓPEZ,META,50573
2,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,74,11.434708,-73.049641,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
3,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,97,4.559012,-73.047123,Muy Bajo,BARRANCA DE UPÍA,META,50110
5,,INVIAS-OTROS,CesarLaG_Tramo_Tramo4,Sencilla,45,10.760894,-73.040285,Muy Bajo,SAN JUAN DEL CESAR,LA GUAJIRA,44650
4,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,78,11.466208,-73.02475,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
3,4G020,ANI,Villavicencio_Tramo_UF3,Sencilla,101,4.567995,-73.023033,Muy Bajo,BARRANCA DE UPÍA,META,50110
4,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,80,11.47934,-73.012963,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
4,,INVIAS-OTROS,,,49,10.783897,-73.011704,Muy Bajo,SAN JUAN DEL CESAR,LA GUAJIRA,44650
2,4G020,ANI,Villavicencio_Tramo_UF4,Sencilla,32,4.778796,-73.000546,Muy Bajo,SABANALARGA,CASANARE,85300
2,,INVIAS-OTROS,CesarLaG_Tramo_Tramo4,Sencilla,59,10.783854,-72.998314,Muy Bajo,SAN JUAN DEL CESAR,LA GUAJIRA,44650
2,4G012,ANI,MVM2_Tramo_UF6,Sencilla,74,4.07301,-72.997112,Muy Bajo,PUERTO LÓPEZ,META,50573
2,,INVIAS-OTROS,,,11,5.870304,-72.988701,Muy Bajo,SANTA ROSA DE VITERBO,BOYACÁ,15693
3,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,84,11.503887,-72.979946,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
2,4G012,ANI,MVM2_Tramo_UF6,Sencilla,77,4.076271,-72.978401,Muy Bajo,PUERTO LÓPEZ,META,50573
3,4G020,ANI,Villavicencio_Tramo_UF4,Sencilla,38,4.820051,-72.969876,Muy Bajo,SABANALARGA,CASANARE,85300
2,4G020,ANI,Villavicencio_Tramo_UF4,Sencilla,24,4.742918,-72.9669,Muy Bajo,SABANALARGA,CASANARE,85300
5,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,86,11.513615,-72.962094,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
2,4G020,ANI,Villavicencio_Tramo_UF4,Sencilla,40,4.83244,-72.959175,Muy Bajo,MONTERREY,CASANARE,85162
3,1G003,ANI,SMartaP_Tramo_2RioPalRioha,Doble,88,11.522799,-72.945271,Muy Bajo,RIOHACHA,LA GUAJIRA,44001
10,,INVIAS-OTROS,,,24,5.968816,-72.933748,Bajo,CERINZA,BOYACÁ,15162
4,4G020,ANI,Villavicencio_Tramo_UF4,Sencilla,46,4.863968,-72.91935,Muy Bajo,MONTERREY,CASANARE,85162
5,4G020,ANI,Villavicencio_Tramo_UF4,Sencilla,48,4.878059,-72.907705,Muy Bajo,MONTERREY,CASANARE,85162
2,,INVIAS-OTROS,,,52,6.105309,-72.862187,Muy Bajo,TUTAZÁ,BOYACÁ,15839
3,4G012,ANI,MVM2_Tramo_UF7,Sencilla,19,4.116354,-72.803707,Muy Bajo,PUERTO LÓPEZ,META,50573
2,,INVIAS-OTROS,,,60,6.130972,-72.802792,Muy Bajo,SATIVANORTE,BOYACÁ,15720
2,4G012,ANI,MVM2_Tramo_UF7,Sencilla,21,4.125881,-72.789745,Muy Bajo,PUERTO LÓPEZ,META,50573
2,4G012,ANI,MVM2_Tramo_UF7,Sencilla,23,4.132319,-72.772923,Muy Bajo,PUERTO LÓPEZ,META,50573
8,,INVIAS-OTROS,,,64,6.142719,-72.771476,Bajo,SATIVANORTE,BOYACÁ,15720
5,,INVIAS-OTROS,CesarLaG_Tramo_Tramo6,Sencilla,26,11.038041,-72.757688,Muy Bajo,HATO NUEVO,LA GUAJIRA,44378
7,,INVIAS-OTROS,CesarLaG_Tramo_Tramo6,Sencilla,38,11.101788,-72.724239,Bajo,HATO NUEVO,LA GUAJIRA,44378
2,,INVIAS-OTROS,CesarLaG_Tramo_Tramo6,Sencilla,40,11.12134,-72.703572,Muy Bajo,HATO NUEVO,LA GUAJIRA,44378
2,,INVIAS-OTROS,,,44,6.749897,-72.702542,Muy Bajo,CONCEPCIÓN,SANTANDER,68207
2,4G020,ANI,Villavicencio_Tramo_UF5,Sencilla,32,4.87793,-72.700482,Muy Bajo,TAURAMENA,CASANARE,85410
3,,INVIAS-OTROS,CesarLaG_Tramo_Tramo6,Sencilla,42,11.131597,-72.691555,Muy Bajo,HATO NUEVO,LA GUAJIRA,44378
4,,INVIAS-OTROS,CesarLaG_Tramo_Tramo6,Sencilla,46,11.146188,-72.661514,Muy Bajo,HATO NUEVO,LA GUAJIRA,44378
2,4G031,ANI,,,92,7.512932,-72.635594,Muy Bajo,PAMPLONITA,NORTE DE SANTANDER,54520
3,4G012,ANI,MVM2_Tramo_UF7,Sencilla,41,4.176264,-72.63113,Muy Bajo,PUERTO LÓPEZ,META,50573
3,4G031,ANI,,,sd,7.635527,-72.628842,Muy Bajo,CHINÁCOTA,NORTE DE SANTANDER,54172
4,,INVIAS-OTROS,CesarLaG_Tramo_Tramo6,Sencilla,50,11.168375,-72.625208,Muy Bajo,ALBANIA,LA GUAJIRA,44035
13,,INVIAS-OTROS,,,60,7.345699,-72.613699,Bajo,PAMPLONA,NORTE DE SANTANDER,54518
2,4G020,ANI,Villavicencio_Tramo_UF6,Sencilla,70,5.116453,-72.589932,Muy Bajo,AGUAZUL,CASANARE,85010
12,4G031,ANI,,,122,7.730487,-72.558177,Bajo,LOS PATIOS,NORTE DE SANTANDER,54405
6,4G031,ANI,,,124,7.743216,-72.545872,Muy Bajo,LOS PATIOS,NORTE DE SANTANDER,54405
17,4G031,ANI,,,126,7.752591,-72.534485,Medio,LOS PATIOS,NORTE DE SANTANDER,54405
19,4G031,ANI,,,128,7.769091,-72.525255,Medio,LOS PATIOS,NORTE DE SANTANDER,54405
20,4G031,ANI,,,130,7.789545,-72.521257,Medio,LOS PATIOS,NORTE DE SANTANDER,54405
2,4G031,ANI,Cucuta_Tramo_Tramo14,Doble,1,7.824583,-72.509594,Muy Bajo,LOS PATIOS,NORTE DE SANTANDER,54405
2,4G020,ANI,Villavicencio_Tramo_UF7,Doble,90,5.241766,-72.49054,Muy Bajo,AGUAZUL,CASANARE,85010
2,,CIUDAD,,,3,7.842093,-72.48951,Muy Bajo,LOS PATIOS,NORTE DE SANTANDER,54405
5,,CIUDAD,,,17,7.926104,-72.484051,Muy Bajo,CÚCUTA,NORTE DE SANTANDER,54001
3,,CIUDAD,,,15,7.916594,-72.471829,Muy Bajo,CÚCUTA,NORTE DE SANTANDER,54001
6,,CIUDAD,,,11,7.887097,-72.460041,Muy Bajo,VILLA DEL ROSARIO,NORTE DE SANTANDER,54874
6,,INVIAS-OTROS,,,20,5.424392,-72.274676,Muy Bajo,YOPAL,CASANARE,85001
2,,INVIAS-OTROS,,,28,5.475054,-72.245236,Muy Bajo,YOPAL,CASANARE,85001
3,,INVIAS-OTROS,,,40,5.559597,-72.17022,Muy Bajo,NUNCHÍA,CASANARE,85225
3,,INVIAS-OTROS,,,44,5.574575,-72.149534,Muy Bajo,NUNCHÍA,CASANARE,85225
2,4G012,ANI,MVM2_Tramo_UF9,Sencilla,2,4.300204,-72.058811,Muy Bajo,PUERTO GAITÁN,META,50568
8,,INVIAS-OTROS,,,68,5.72053,-72.014265,Bajo,PORE,CASANARE,85263
8,,INVIAS-OTROS,,,50,6.217432,-67.87694,Bajo,PUERTO CARREÑO,VICHADA,99001
5,,INVIAS-OTROS,,,71,6.246214,-67.702074,Muy Bajo,PUERTO CARREÑO,VICHADA,99001
6,,INVIAS-OTROS,,,73,6.24321,-67.678414,Muy Bajo,PUERTO CARREÑO,VICHADA,99001
4,,INVIAS-OTROS,,,84,6.210065,-67.590037,Muy Bajo,PUERTO CARREÑO,VICHADA,99001
2,,INVIAS-OTROS,,,87,6.202898,-67.570725,Muy Bajo,PUERTO CARREÑO,VICHADA,99001
